genename	protein_desc	Accession_Number	Molecular_Weight	SKMES1.AF1521.MG132.DMSO_SpC	SKMES1.AF1521.MG132.RBN011364_SpC	label	uniprotswissprot	entrez.id	spc.trt_ctrl.delta	spc.ctrl_fraction_delta	molweight	ctrl.binding	trt.binding	trt.fc.binding	trt.fc	gene.symbol.xref
TCERG1	Transcription elongation regulator 1 OS=Homo sapiens GN=TCERG1 PE=1 SV=2	sp|O14776|TCRG1_HUMAN	124 kDa	15	19	skmes_mg132_af1521.adpr.msbio	O14776	10915	4	0.210526315789474	124	15.008064516129	19.008064516129	1.26652337452982	1.26648900732845	TCERG1
TCP1	T-complex protein 1 subunit alpha OS=Homo sapiens GN=TCP1 PE=1 SV=1	sp|P17987|TCPA_HUMAN	60 kDa	13	2	skmes_mg132_af1521.adpr.msbio	P17987	6950	-11	-0.846153846153846	60	13.0166666666667	2.01666666666667	0.154929577464789	0.154496541122214	TCP1
TFAM	Transcription factor A, mitochondrial OS=Homo sapiens GN=TFAM PE=1 SV=1	sp|Q00059|TFAM_HUMAN	29 kDa	14	14	skmes_mg132_af1521.adpr.msbio	Q00059	7019	0	0	29	14.0344827586207	14.0344827586207	1	1	TFAM
TFIP11	Tuftelin-interacting protein 11 OS=Homo sapiens GN=TFIP11 PE=1 SV=1	sp|Q9UBB9|TFP11_HUMAN	97 kDa	65	15	skmes_mg132_af1521.adpr.msbio	Q9UBB9	24144	-50	-0.769230769230769	97	65.0103092783505	15.0103092783505	0.230891214716143	0.230887555760652	TFIP11
TFRC	Transferrin receptor protein 1 OS=Homo sapiens GN=TFRC PE=1 SV=2	sp|P02786|TFR1_HUMAN	85 kDa	15	6	skmes_mg132_af1521.adpr.msbio	P02786	7037	-9	-0.6	85	15.0117647058824	6.01176470588235	0.400470219435737	0.400399733510993	TFRC
TGM1	Protein-glutamine gamma-glutamyltransferase K OS=Homo sapiens GN=TGM1 PE=1 SV=4	sp|P22735|TGM1_HUMAN	90 kDa	4	0	skmes_mg132_af1521.adpr.msbio	P22735	7051	-4	-1	90	4.01111111111111	0.0111111111111111	0.00277008310249307	0.00249376558603491	TGM1
TGM3	Protein-glutamine gamma-glutamyltransferase E OS=Homo sapiens GN=TGM3 PE=1 SV=4	sp|Q08188|TGM3_HUMAN	77 kDa	7	2	skmes_mg132_af1521.adpr.msbio	Q08188	7053	-5	-0.714285714285714	77	7.01298701298701	2.01298701298701	0.287037037037037	0.286733238231098	TGM3
THOC1	THO complex subunit 1 OS=Homo sapiens GN=THOC1 PE=1 SV=1	sp|Q96FV9|THOC1_HUMAN	76 kDa	0	2	skmes_mg132_af1521.adpr.msbio	Q96FV9	9984	2	1	76	0.0131578947368421	2.01315789473684	153	201	THOC1
TIMM50	Mitochondrial import inner membrane translocase subunit TIM50 OS=Homo sapiens GN=TIMM50 PE=1 SV=2	sp|Q3ZCQ8|TIM50_HUMAN	40 kDa	4	0	skmes_mg132_af1521.adpr.msbio	Q3ZCQ8	92609	-4	-1	40	4.025	0.025	0.0062111801242236	0.00249376558603491	TIMM50
TIPARP	TCDD-inducible poly [ADP-ribose] polymerase OS=Homo sapiens GN=TIPARP PE=2 SV=1	sp|Q7Z3E1|PARPT_HUMAN	76 kDa	163	3	skmes_mg132_af1521.adpr.msbio	Q7Z3E1	25976	-160	-0.98159509202454	76	163.013157894737	3.01315789473684	0.0184841391557026	0.0184651248389669	TIPARP
TJP1	Tight junction protein ZO-1 OS=Homo sapiens GN=TJP1 PE=1 SV=3	sp|Q07157|ZO1_HUMAN	195 kDa	2	0	skmes_mg132_af1521.adpr.msbio	Q07157	7082	-2	-1	195	2.00512820512821	0.00512820512820513	0.00255754475703325	0.00497512437810945	TJP1
TKT	Transketolase OS=Homo sapiens GN=TKT PE=1 SV=3	sp|P29401|TKT_HUMAN	68 kDa	28	0	skmes_mg132_af1521.adpr.msbio	P29401	7086	-28	-1	68	28.0147058823529	0.0147058823529412	0.0005249343832021	0.000357015351660121	TKT
TLK2	Serine/threonine-protein kinase tousled-like 2 OS=Homo sapiens GN=TLK2 PE=1 SV=2	sp|Q86UE8|TLK2_HUMAN	88 kDa	2	0	skmes_mg132_af1521.adpr.msbio	Q86UE8	11011	-2	-1	88	2.01136363636364	0.0113636363636364	0.00564971751412429	0.00497512437810945	TLK2
TLN1	Talin-1 OS=Homo sapiens GN=TLN1 PE=1 SV=3	sp|Q9Y490|TLN1_HUMAN	270 kDa	13	4	skmes_mg132_af1521.adpr.msbio	Q9Y490	7094	-9	-0.692307692307692	270	13.0037037037037	4.0037037037037	0.30788949017374	0.308224442736357	TLN1
TMA16	Translation machinery-associated protein 16 OS=Homo sapiens GN=TMA16 PE=1 SV=2	sp|Q96EY4|TMA16_HUMAN	24 kDa	10	0	skmes_mg132_af1521.adpr.msbio	Q96EY4	55319	-10	-1	24	10.0416666666667	0.0416666666666667	0.004149377593361	0.000999000999000999	TMA16
TMA7	Translation machinery-associated protein 7 OS=Homo sapiens GN=TMA7 PE=1 SV=1	sp|Q9Y2S6|TMA7_HUMAN	7 kDa	22	38	skmes_mg132_af1521.adpr.msbio	Q9Y2S6	51372	16	0.421052631578947	7	22.1428571428571	38.1428571428571	1.72258064516129	1.72694229895502	TMA7
TMED10	Transmembrane emp24 domain-containing protein 10 OS=Homo sapiens GN=TMED10 PE=1 SV=2	sp|P49755|TMEDA_HUMAN	25 kDa	7	3	skmes_mg132_af1521.adpr.msbio	P49755	10972	-4	-0.571428571428571	25	7.04	3.04	0.431818181818182	0.429386590584879	TMED10
TMED7	Transmembrane emp24 domain-containing protein 7 OS=Homo sapiens GN=TMED7 PE=1 SV=2	sp|Q9Y3B3|TMED7_HUMAN	25 kDa	4	0	skmes_mg132_af1521.adpr.msbio	Q9Y3B3	51014	-4	-1	25	4.04	0.04	0.0099009900990099	0.00249376558603491	TMED7
TMED9	Transmembrane emp24 domain-containing protein 9 OS=Homo sapiens GN=TMED9 PE=1 SV=2	sp|Q9BVK6|TMED9_HUMAN	27 kDa	4	2	skmes_mg132_af1521.adpr.msbio	Q9BVK6	54732	-2	-0.5	27	4.03703703703704	2.03703703703704	0.504587155963303	0.501246882793017	TMED9
TNC	Tenascin OS=Homo sapiens GN=TNC PE=1 SV=3	sp|P24821|TENA_HUMAN	241 kDa	2	0	skmes_mg132_af1521.adpr.msbio	P24821	3371	-2	-1	241	2.00414937759336	0.004149377593361	0.0020703933747412	0.00497512437810945	TNC
TNKS	Tankyrase-1 OS=Homo sapiens GN=TNKS PE=1 SV=2	sp|O95271|TNKS1_HUMAN	142 kDa	0	6	skmes_mg132_af1521.adpr.msbio	O95271	8658	6	1	142	0.00704225352112676	6.00704225352113	853	601	TNKS
TNKS1BP1	182 kDa tankyrase-1-binding protein OS=Homo sapiens GN=TNKS1BP1 PE=1 SV=4	sp|Q9C0C2|TB182_HUMAN	182 kDa	2	0	skmes_mg132_af1521.adpr.msbio	Q9C0C2	85456	-2	-1	182	2.00549450549451	0.00549450549450549	0.00273972602739726	0.00497512437810945	TNKS1BP1
TNPO1	Transportin-1 OS=Homo sapiens GN=TNPO1 PE=1 SV=2	sp|Q92973|TNPO1_HUMAN	102 kDa	3	0	skmes_mg132_af1521.adpr.msbio	Q92973	3842	-3	-1	102	3.00980392156863	0.00980392156862745	0.00325732899022801	0.00332225913621263	TNPO1
TOR1AIP1	Torsin-1A-interacting protein 1 OS=Homo sapiens GN=TOR1AIP1 PE=1 SV=2	sp|Q5JTV8|TOIP1_HUMAN	66 kDa	3	3	skmes_mg132_af1521.adpr.msbio	Q5JTV8	26092	0	0	66	3.01515151515152	3.01515151515152	1	1	TOR1AIP1
TPD52L2	Tumor protein D54 OS=Homo sapiens GN=TPD52L2 PE=1 SV=2	sp|O43399|TPD54_HUMAN	22 kDa	3	0	skmes_mg132_af1521.adpr.msbio	O43399	7165	-3	-1	22	3.04545454545455	0.0454545454545455	0.0149253731343284	0.00332225913621263	TPD52L2
TPI1	Triosephosphate isomerase OS=Homo sapiens GN=TPI1 PE=1 SV=3	sp|P60174|TPIS_HUMAN	31 kDa	13	0	skmes_mg132_af1521.adpr.msbio	P60174	7167	-13	-1	31	13.0322580645161	0.032258064516129	0.00247524752475247	0.000768639508070715	TPI1
TPM3	Tropomyosin alpha-3 chain OS=Homo sapiens GN=TPM3 PE=1 SV=2	sp|P06753|TPM3_HUMAN	33 kDa	2	0	skmes_mg132_af1521.adpr.msbio	P06753	7170	-2	-1	33	2.03030303030303	0.0303030303030303	0.0149253731343284	0.00497512437810945	TPM3
TPR	Nucleoprotein TPR OS=Homo sapiens GN=TPR PE=1 SV=3	sp|P12270|TPR_HUMAN	267 kDa	9	2	skmes_mg132_af1521.adpr.msbio	P12270	7175	-7	-0.777777777777778	267	9.00374531835206	2.00374531835206	0.222545757071547	0.223085460599334	TPR
TRAP1	Heat shock protein 75 kDa, mitochondrial OS=Homo sapiens GN=TRAP1 PE=1 SV=3	sp|Q12931|TRAP1_HUMAN	80 kDa	2	0	skmes_mg132_af1521.adpr.msbio	Q12931	10131	-2	-1	80	2.0125	0.0125	0.0062111801242236	0.00497512437810945	TRAP1
TRIM28	Transcription intermediary factor 1-beta OS=Homo sapiens GN=TRIM28 PE=1 SV=5	sp|Q13263|TIF1B_HUMAN	89 kDa	26	0	skmes_mg132_af1521.adpr.msbio	Q13263	10155	-26	-1	89	26.0112359550562	0.0112359550561798	0.000431965442764579	0.000384467512495194	TRIM28
TRIM32	E3 ubiquitin-protein ligase TRIM32 OS=Homo sapiens GN=TRIM32 PE=1 SV=2	sp|Q13049|TRI32_HUMAN	72 kDa	4	0	skmes_mg132_af1521.adpr.msbio	Q13049	22954	-4	-1	72	4.01388888888889	0.0138888888888889	0.00346020761245675	0.00249376558603491	TRIM32
TRIM33	E3 ubiquitin-protein ligase TRIM33 OS=Homo sapiens GN=TRIM33 PE=1 SV=3	sp|Q9UPN9|TRI33_HUMAN	123 kDa	2	0	skmes_mg132_af1521.adpr.msbio	Q9UPN9	51592	-2	-1	123	2.00813008130081	0.00813008130081301	0.00404858299595142	0.00497512437810945	TRIM33
TRIO	Triple functional domain protein OS=Homo sapiens GN=TRIO PE=1 SV=2	sp|O75962|TRIO_HUMAN	347 kDa	8	0	skmes_mg132_af1521.adpr.msbio	O75962	7204	-8	-1	347	8.0028818443804	0.00288184438040346	0.000360100828231905	0.00124843945068664	TRIO
TRIOBP	TRIO and F-actin-binding protein OS=Homo sapiens GN=TRIOBP PE=1 SV=3	sp|Q9H2D6|TARA_HUMAN	261 kDa	13	19	skmes_mg132_af1521.adpr.msbio	Q9H2D6	11078	6	0.315789473684211	261	13.0038314176245	19.0038314176245	1.4614024749558	1.46118370484243	TRIOBP
TRIP11	Thyroid receptor-interacting protein 11 OS=Homo sapiens GN=TRIP11 PE=1 SV=3	sp|Q15643|TRIPB_HUMAN	228 kDa	35	0	skmes_mg132_af1521.adpr.msbio	Q15643	9321	-35	-1	228	35.0043859649123	0.0043859649122807	0.000125297581756672	0.000285632676378178	TRIP11
TRIP12	E3 ubiquitin-protein ligase TRIP12 OS=Homo sapiens GN=TRIP12 PE=1 SV=1	sp|Q14669|TRIPC_HUMAN	220 kDa	2	0	skmes_mg132_af1521.adpr.msbio	Q14669	9320	-2	-1	220	2.00454545454545	0.00454545454545455	0.00226757369614512	0.00497512437810945	TRIP12
TRIR	Telomerase RNA component interacting RNase OS=Homo sapiens GN=TRIR PE=1 SV=1	sp|Q9BQ61|TRIR_HUMAN	18 kDa	2	0	skmes_mg132_af1521.adpr.msbio	Q9BQ61	79002	-2	-1	18	2.05555555555556	0.0555555555555556	0.027027027027027	0.00497512437810945	TRIR
TRMT10C	tRNA methyltransferase 10 homolog C OS=Homo sapiens GN=TRMT10C PE=1 SV=2	sp|Q7L0Y3|TM10C_HUMAN	47 kDa	4	0	skmes_mg132_af1521.adpr.msbio	Q7L0Y3	54931	-4	-1	47	4.02127659574468	0.0212765957446809	0.00529100529100529	0.00249376558603491	TRMT10C
TRMT112	Multifunctional methyltransferase subunit TRM112-like protein OS=Homo sapiens GN=TRMT112 PE=1 SV=1	sp|Q9UI30|TR112_HUMAN	14 kDa	3	3	skmes_mg132_af1521.adpr.msbio	Q9UI30	51504	0	0	14	3.07142857142857	3.07142857142857	1	1	TRMT112
TROVE2	60 kDa SS-A/Ro ribonucleoprotein OS=Homo sapiens GN=TROVE2 PE=1 SV=2	sp|P10155|RO60_HUMAN	61 kDa	17	8	skmes_mg132_af1521.adpr.msbio	P10155	6738	-9	-0.529411764705882	61	17.016393442623	8.01639344262295	0.471098265895954	0.470899470899471	RO60
TRPT1	tRNA 2'-phosphotransferase 1 OS=Homo sapiens GN=TRPT1 PE=1 SV=2	sp|Q86TN4|TRPT1_HUMAN	28 kDa	0	2	skmes_mg132_af1521.adpr.msbio	Q86TN4	83707	2	1	28	0.0357142857142857	2.03571428571429	57	201	TRPT1
TSC2	Tuberin OS=Homo sapiens GN=TSC2 PE=1 SV=2	sp|P49815|TSC2_HUMAN	201 kDa	4	0	skmes_mg132_af1521.adpr.msbio	P49815	7249	-4	-1	201	4.00497512437811	0.00497512437810945	0.00124223602484472	0.00249376558603491	TSC2
TTK	Dual specificity protein kinase TTK OS=Homo sapiens GN=TTK PE=1 SV=2	sp|P33981|TTK_HUMAN	97 kDa	24	21	skmes_mg132_af1521.adpr.msbio	P33981	7272	-3	-0.125	97	24.0103092783505	21.0103092783505	0.875053671103478	0.875052061640983	TTK
TTN	Titin OS=Homo sapiens GN=TTN PE=1 SV=4	sp|Q8WZ42|TITIN_HUMAN	3816 kDa	0	2	skmes_mg132_af1521.adpr.msbio	Q8WZ42	7273	2	1	3816	0.000262054507337526	2.00026205450734	7633	201	TTN
TUBA1B	Tubulin alpha-1B chain OS=Homo sapiens GN=TUBA1B PE=1 SV=1	sp|P68363|TBA1B_HUMAN	50 kDa	205	115	skmes_mg132_af1521.adpr.msbio	P68363	10376	-90	-0.439024390243902	50	205.02	115.02	0.561018437225636	0.560997024535389	TUBA1B
TUBA1C	Tubulin alpha-1C chain OS=Homo sapiens GN=TUBA1C PE=1 SV=1	sp|Q9BQE3|TBA1C_HUMAN	50 kDa	29	0	skmes_mg132_af1521.adpr.msbio	Q9BQE3	84790	-29	-1	50	29.02	0.02	0.000689179875947622	0.000344708721130645	TUBA1C
TUBA4A	Tubulin alpha-4A chain OS=Homo sapiens GN=TUBA4A PE=1 SV=1	sp|P68366|TBA4A_HUMAN	50 kDa	141	0	skmes_mg132_af1521.adpr.msbio	P68366	7277	-141	-1	50	141.02	0.02	0.000141823854772373	7.0916956244238e-05	TUBA4A
TUBB	Tubulin beta chain OS=Homo sapiens GN=TUBB PE=1 SV=2	sp|P07437|TBB5_HUMAN	50 kDa	188	82	skmes_mg132_af1521.adpr.msbio	P07437	203068	-106	-0.563829787234043	50	188.02	82.02	0.436230188277843	0.436200202116909	TUBB
TUBB3	Tubulin beta-3 chain OS=Homo sapiens GN=TUBB3 PE=1 SV=2	sp|Q13509|TBB3_HUMAN	50 kDa	27	0	skmes_mg132_af1521.adpr.msbio	Q13509	10381	-27	-1	50	27.02	0.02	0.00074019245003701	0.000370233246945576	TUBB3
TUBB4B	Tubulin beta-4B chain OS=Homo sapiens GN=TUBB4B PE=1 SV=1	sp|P68371|TBB4B_HUMAN	50 kDa	174	90	skmes_mg132_af1521.adpr.msbio	P68371	10383	-84	-0.482758620689655	50	174.02	90.02	0.517296862429606	0.517269122464226	TUBB4B
TWISTNB	DNA-directed RNA polymerase I subunit RPA43 OS=Homo sapiens GN=TWISTNB PE=1 SV=1	sp|Q3B726|RPA43_HUMAN	37 kDa	5	0	skmes_mg132_af1521.adpr.msbio	Q3B726	221830	-5	-1	37	5.02702702702703	0.027027027027027	0.00537634408602151	0.00199600798403194	TWISTNB
TXN	Thioredoxin OS=Homo sapiens GN=TXN PE=1 SV=3	sp|P10599|THIO_HUMAN	12 kDa	7	7	skmes_mg132_af1521.adpr.msbio	P10599	7295	0	0	12	7.08333333333333	7.08333333333333	1	1	TXN
U2AF1L5	Splicing factor U2AF 35 kDa subunit-like protein OS=Homo sapiens GN=U2AF1L5 PE=1 SV=1	sp|P0DN76|U2AF5_HUMAN (+1)	28 kDa	28	18	skmes_mg132_af1521.adpr.msbio	P0DN76	102724594	-10	-0.357142857142857	28	28.0357142857143	18.0357142857143	0.643312101910828	0.642984648339879	U2AF1L5
U2AF2	Splicing factor U2AF 65 kDa subunit OS=Homo sapiens GN=U2AF2 PE=1 SV=4	sp|P26368|U2AF2_HUMAN	54 kDa	12	7	skmes_mg132_af1521.adpr.msbio	P26368	11338	-5	-0.416666666666667	54	12.0185185185185	7.01851851851852	0.583975346687211	0.583680266444629	U2AF2
U2SURP	U2 snRNP-associated SURP motif-containing protein OS=Homo sapiens GN=U2SURP PE=1 SV=2	sp|O15042|SR140_HUMAN	118 kDa	2	0	skmes_mg132_af1521.adpr.msbio	O15042	23350	-2	-1	118	2.00847457627119	0.00847457627118644	0.00421940928270042	0.00497512437810945	U2SURP
UACA	Uveal autoantigen with coiled-coil domains and ankyrin repeats OS=Homo sapiens GN=UACA PE=1 SV=2	sp|Q9BZF9|UACA_HUMAN	163 kDa	119	125	skmes_mg132_af1521.adpr.msbio	Q9BZF9	55075	6	0.048	163	119.006134969325	125.006134969325	1.05041756882153	1.05041593143433	UACA
UBA1	Ubiquitin-like modifier-activating enzyme 1 OS=Homo sapiens GN=UBA1 PE=1 SV=3	sp|P22314|UBA1_HUMAN	118 kDa	5	0	skmes_mg132_af1521.adpr.msbio	P22314	7317	-5	-1	118	5.00847457627119	0.00847457627118644	0.00169204737732657	0.00199600798403194	UBA1
UBA52	Ubiquitin-60S ribosomal protein L40 OS=Homo sapiens GN=UBA52 PE=1 SV=2	sp|P62987|RL40_HUMAN	15 kDa	34	40	skmes_mg132_af1521.adpr.msbio	P62987	7311	6	0.15	15	34.0666666666667	40.0666666666667	1.1761252446184	1.17641870038224	UBA52
UBAP2L	Ubiquitin-associated protein 2-like OS=Homo sapiens GN=UBAP2L PE=1 SV=2	sp|Q14157|UBP2L_HUMAN	115 kDa	7	2	skmes_mg132_af1521.adpr.msbio	Q14157	9898	-5	-0.714285714285714	115	7.00869565217391	2.00869565217391	0.286600496277916	0.286733238231098	UBAP2L
UBE2D3	Ubiquitin-conjugating enzyme E2 D3 OS=Homo sapiens GN=UBE2D3 PE=1 SV=1	sp|P61077|UB2D3_HUMAN (+1)	17 kDa	2	2	skmes_mg132_af1521.adpr.msbio	P61077	7323	0	0	17	2.05882352941176	2.05882352941176	1	1	UBE2D3
UBR1	E3 ubiquitin-protein ligase UBR1 OS=Homo sapiens GN=UBR1 PE=1 SV=1	sp|Q8IWV7|UBR1_HUMAN	200 kDa	2	0	skmes_mg132_af1521.adpr.msbio	Q8IWV7	197131	-2	-1	200	2.005	0.005	0.00249376558603491	0.00497512437810945	UBR1
UBR3	E3 ubiquitin-protein ligase UBR3 OS=Homo sapiens GN=UBR3 PE=2 SV=2	sp|Q6ZT12|UBR3_HUMAN	212 kDa	2	0	skmes_mg132_af1521.adpr.msbio	Q6ZT12	130507	-2	-1	212	2.00471698113208	0.00471698113207547	0.00235294117647059	0.00497512437810945	UBR3
UBR4	E3 ubiquitin-protein ligase UBR4 OS=Homo sapiens GN=UBR4 PE=1 SV=1	sp|Q5T4S7|UBR4_HUMAN	574 kDa	28	0	skmes_mg132_af1521.adpr.msbio	Q5T4S7	23352	-28	-1	574	28.0017421602787	0.00174216027874564	6.2216138866422e-05	0.000357015351660121	UBR4
UBR5	E3 ubiquitin-protein ligase UBR5 OS=Homo sapiens GN=UBR5 PE=1 SV=2	sp|O95071|UBR5_HUMAN	309 kDa	11	0	skmes_mg132_af1521.adpr.msbio	O95071	51366	-11	-1	309	11.0032362459547	0.00323624595469256	0.000294117647058824	0.000908265213442325	UBR5
UBXN4	UBX domain-containing protein 4 OS=Homo sapiens GN=UBXN4 PE=1 SV=2	sp|Q92575|UBXN4_HUMAN	57 kDa	4	5	skmes_mg132_af1521.adpr.msbio	Q92575	23190	1	0.2	57	4.01754385964912	5.01754385964912	1.24890829694323	1.24937655860349	UBXN4
UCHL1	Ubiquitin carboxyl-terminal hydrolase isozyme L1 OS=Homo sapiens GN=UCHL1 PE=1 SV=2	sp|P09936|UCHL1_HUMAN	25 kDa	17	0	skmes_mg132_af1521.adpr.msbio	P09936	7345	-17	-1	25	17.04	0.04	0.00234741784037559	0.000587889476778366	UCHL1
UFL1	E3 UFM1-protein ligase 1 OS=Homo sapiens GN=UFL1 PE=1 SV=2	sp|O94874|UFL1_HUMAN	90 kDa	2	0	skmes_mg132_af1521.adpr.msbio	O94874	23376	-2	-1	90	2.01111111111111	0.0111111111111111	0.00552486187845304	0.00497512437810945	UFL1
UGDH	UDP-glucose 6-dehydrogenase OS=Homo sapiens GN=UGDH PE=1 SV=1	sp|O60701|UGDH_HUMAN	55 kDa	7	0	skmes_mg132_af1521.adpr.msbio	O60701	7358	-7	-1	55	7.01818181818182	0.0181818181818182	0.00259067357512953	0.0014265335235378	UGDH
UGGT1	UDP-glucose:glycoprotein glucosyltransferase 1 OS=Homo sapiens GN=UGGT1 PE=1 SV=3	sp|Q9NYU2|UGGG1_HUMAN	177 kDa	2	0	skmes_mg132_af1521.adpr.msbio	Q9NYU2	56886	-2	-1	177	2.00564971751412	0.00564971751412429	0.0028169014084507	0.00497512437810945	UGGT1
UPF1	Regulator of nonsense transcripts 1 OS=Homo sapiens GN=UPF1 PE=1 SV=2	sp|Q92900|RENT1_HUMAN	124 kDa	27	10	skmes_mg132_af1521.adpr.msbio	Q92900	5976	-17	-0.62962962962963	124	27.008064516129	10.008064516129	0.370558375634518	0.370603480192521	UPF1
UPF2	Regulator of nonsense transcripts 2 OS=Homo sapiens GN=UPF2 PE=1 SV=1	sp|Q9HAU5|RENT2_HUMAN	148 kDa	2	2	skmes_mg132_af1521.adpr.msbio	Q9HAU5	26019	0	0	148	2.00675675675676	2.00675675675676	1	1	UPF2
USP16	Ubiquitin carboxyl-terminal hydrolase 16 OS=Homo sapiens GN=USP16 PE=1 SV=1	sp|Q9Y5T5|UBP16_HUMAN	94 kDa	8	3	skmes_mg132_af1521.adpr.msbio	Q9Y5T5	10600	-5	-0.625	94	8.01063829787234	3.01063829787234	0.375830013280212	0.375780274656679	USP16
USP54	Inactive ubiquitin carboxyl-terminal hydrolase 54 OS=Homo sapiens GN=USP54 PE=1 SV=4	sp|Q70EL1|UBP54_HUMAN	187 kDa	4	0	skmes_mg132_af1521.adpr.msbio	Q70EL1	159195	-4	-1	187	4.00534759358289	0.0053475935828877	0.00133511348464619	0.00249376558603491	USP54
USP7	Ubiquitin carboxyl-terminal hydrolase 7 OS=Homo sapiens GN=USP7 PE=1 SV=2	sp|Q93009|UBP7_HUMAN	128 kDa	48	33	skmes_mg132_af1521.adpr.msbio	Q93009	7874	-15	-0.3125	128	48.0078125	33.0078125	0.687550854353133	0.687565090606124	USP7
VAMP3	Vesicle-associated membrane protein 3 OS=Homo sapiens GN=VAMP3 PE=1 SV=3	sp|Q15836|VAMP3_HUMAN	11 kDa	0	2	skmes_mg132_af1521.adpr.msbio	Q15836	9341	2	1	11	0.0909090909090909	2.09090909090909	23	201	VAMP3
VAPA	Vesicle-associated membrane protein-associated protein A OS=Homo sapiens GN=VAPA PE=1 SV=3	sp|Q9P0L0|VAPA_HUMAN	28 kDa	13	12	skmes_mg132_af1521.adpr.msbio	Q9P0L0	9218	-1	-0.0769230769230769	28	13.0357142857143	12.0357142857143	0.923287671232877	0.923136049192928	VAPA
VARS	Valine--tRNA ligase OS=Homo sapiens GN=VARS PE=1 SV=4	sp|P26640|SYVC_HUMAN	140 kDa	2	0	skmes_mg132_af1521.adpr.msbio	P26640	7407	-2	-1	140	2.00714285714286	0.00714285714285714	0.00355871886120996	0.00497512437810945	VARS1
VCL	Vinculin OS=Homo sapiens GN=VCL PE=1 SV=4	sp|P18206|VINC_HUMAN	124 kDa	10	0	skmes_mg132_af1521.adpr.msbio	P18206	7414	-10	-1	124	10.008064516129	0.00806451612903226	0.0008058017727639	0.000999000999000999	VCL
VCP	Transitional endoplasmic reticulum ATPase OS=Homo sapiens GN=VCP PE=1 SV=4	sp|P55072|TERA_HUMAN	89 kDa	35	0	skmes_mg132_af1521.adpr.msbio	P55072	7415	-35	-1	89	35.0112359550562	0.0112359550561798	0.000320924261874198	0.000285632676378178	VCP
VIM	Vimentin OS=Homo sapiens GN=VIM PE=1 SV=4	sp|P08670|VIME_HUMAN	54 kDa	230	175	skmes_mg132_af1521.adpr.msbio	P08670	7431	-55	-0.239130434782609	54	230.018518518519	175.018518518519	0.760888817325497	0.760879961740794	VIM
WBP11	WW domain-binding protein 11 OS=Homo sapiens GN=WBP11 PE=1 SV=1	sp|Q9Y2W2|WBP11_HUMAN	70 kDa	4	2	skmes_mg132_af1521.adpr.msbio	Q9Y2W2	51729	-2	-0.5	70	4.01428571428571	2.01428571428571	0.501779359430605	0.501246882793017	WBP11
WDCP	WD repeat and coiled-coil-containing protein OS=Homo sapiens GN=WDCP PE=1 SV=1	sp|Q9H6R7|WDCP_HUMAN	79 kDa	2	0	skmes_mg132_af1521.adpr.msbio	Q9H6R7	80304	-2	-1	79	2.0126582278481	0.0126582278481013	0.00628930817610063	0.00497512437810945	WDCP
WDR1	WD repeat-containing protein 1 OS=Homo sapiens GN=WDR1 PE=1 SV=4	sp|O75083|WDR1_HUMAN	66 kDa	3	0	skmes_mg132_af1521.adpr.msbio	O75083	9948	-3	-1	66	3.01515151515152	0.0151515151515152	0.0050251256281407	0.00332225913621263	WDR1
WDR48	WD repeat-containing protein 48 OS=Homo sapiens GN=WDR48 PE=1 SV=1	sp|Q8TAF3|WDR48_HUMAN	76 kDa	0	4	skmes_mg132_af1521.adpr.msbio	Q8TAF3	57599	4	1	76	0.0131578947368421	4.01315789473684	305	401	WDR48
WDR82	WD repeat-containing protein 82 OS=Homo sapiens GN=WDR82 PE=1 SV=1	sp|Q6UXN9|WDR82_HUMAN	35 kDa	7	0	skmes_mg132_af1521.adpr.msbio	Q6UXN9	80335	-7	-1	35	7.02857142857143	0.0285714285714286	0.0040650406504065	0.0014265335235378	WDR82
WDR83	WD repeat domain-containing protein 83 OS=Homo sapiens GN=WDR83 PE=1 SV=1	sp|Q9BRX9|WDR83_HUMAN	34 kDa	11	5	skmes_mg132_af1521.adpr.msbio	Q9BRX9	84292	-6	-0.545454545454545	34	11.0294117647059	5.02941176470588	0.456	0.455040871934605	WDR83
XAB2	Pre-mRNA-splicing factor SYF1 OS=Homo sapiens GN=XAB2 PE=1 SV=2	sp|Q9HCS7|SYF1_HUMAN	100 kDa	2	0	skmes_mg132_af1521.adpr.msbio	Q9HCS7	56949	-2	-1	100	2.01	0.01	0.00497512437810945	0.00497512437810945	XAB2
XAGE1A	X antigen family member 1 OS=Homo sapiens GN=XAGE1A PE=1 SV=3	sp|Q9HD64|XAGE1_HUMAN	9 kDa	7	10	skmes_mg132_af1521.adpr.msbio	Q9HD64	653220	3	0.3	9	7.11111111111111	10.1111111111111	1.421875	1.42796005706134	XAGE1A
XP32	Skin-specific protein 32 OS=Homo sapiens GN=XP32 PE=1 SV=1	sp|Q5T750|XP32_HUMAN	26 kDa	11	16	skmes_mg132_af1521.adpr.msbio	Q5T750	100129271	5	0.3125	26	11.0384615384615	16.0384615384615	1.45296167247387	1.45413260672116	C1orf68
XRCC5	X-ray repair cross-complementing protein 5 OS=Homo sapiens GN=XRCC5 PE=1 SV=3	sp|P13010|XRCC5_HUMAN	83 kDa	20	0	skmes_mg132_af1521.adpr.msbio	P13010	7520	-20	-1	83	20.0120481927711	0.0120481927710843	0.000602046959662854	0.000499750124937531	XRCC5
