genename	protein_desc	Accession_Number	Molecular_Weight	NCIH1373.AF1521.DMSO_SpC	NCIH1373.AF1521.RBN011364_SpC	label	uniprotswissprot	entrez.id	spc.trt_ctrl.delta	spc.ctrl_fraction_delta	molweight	ctrl.binding	trt.binding	trt.fc.binding	trt.fc	gene.symbol.xref
TACC1	Transforming acidic coiled-coil-containing protein 1 OS=Homo sapiens GN=TACC1 PE=1 SV=2	sp|O75410|TACC1_HUMAN	88 kDa	3	0	ncih1373_af1521.adpr.msbio	O75410	6867	-3	-1	88	3.01136363636364	0.0113636363636364	0.00377358490566038	0.00332225913621263	TACC1
TAF15	TATA-binding protein-associated factor 2N OS=Homo sapiens GN=TAF15 PE=1 SV=1	sp|Q92804|RBP56_HUMAN	62 kDa	3	2	ncih1373_af1521.adpr.msbio	Q92804	8148	-1	-0.333333333333333	62	3.01612903225806	2.01612903225806	0.668449197860963	0.667774086378737	TAF15
TAGLN2	Transgelin-2 OS=Homo sapiens GN=TAGLN2 PE=1 SV=3	sp|P37802|TAGL2_HUMAN	22 kDa	11	18	ncih1373_af1521.adpr.msbio	P37802	8407	7	0.388888888888889	22	11.0454545454545	18.0454545454545	1.63374485596708	1.63578564940963	TAGLN2
TAOK3	Serine/threonine-protein kinase TAO3 OS=Homo sapiens GN=TAOK3 PE=1 SV=2	sp|Q9H2K8|TAOK3_HUMAN	105 kDa	2	0	ncih1373_af1521.adpr.msbio	Q9H2K8	51347	-2	-1	105	2.00952380952381	0.00952380952380952	0.004739336492891	0.00497512437810945	TAOK3
TARDBP	TAR DNA-binding protein 43 OS=Homo sapiens GN=TARDBP PE=1 SV=1	sp|Q13148|TADBP_HUMAN	45 kDa	2	0	ncih1373_af1521.adpr.msbio	Q13148	23435	-2	-1	45	2.02222222222222	0.0222222222222222	0.010989010989011	0.00497512437810945	TARDBP
TBC1D10B	TBC1 domain family member 10B OS=Homo sapiens GN=TBC1D10B PE=1 SV=3	sp|Q4KMP7|TB10B_HUMAN	87 kDa	2	5	ncih1373_af1521.adpr.msbio	Q4KMP7	26000	3	0.6	87	2.01149425287356	5.01149425287356	2.49142857142857	2.49253731343284	TBC1D10B
TBL3	Transducin beta-like protein 3 OS=Homo sapiens GN=TBL3 PE=1 SV=2	sp|Q12788|TBL3_HUMAN	89 kDa	5	0	ncih1373_af1521.adpr.msbio	Q12788	10607	-5	-1	89	5.01123595505618	0.0112359550561798	0.00224215246636771	0.00199600798403194	TBL3
TCEA3	Transcription elongation factor A protein 3 OS=Homo sapiens GN=TCEA3 PE=1 SV=2	sp|O75764|TCEA3_HUMAN	39 kDa	3	15	ncih1373_af1521.adpr.msbio	O75764	6920	12	0.8	39	3.02564102564103	15.025641025641	4.96610169491525	4.98671096345515	TCEA3
TCEANC2	Transcription elongation factor A N-terminal and central domain-containing protein 2 OS=Homo sapiens GN=TCEANC2 PE=1 SV=1	sp|Q96MN5|TEAN2_HUMAN	24 kDa	5	6	ncih1373_af1521.adpr.msbio	Q96MN5	127428	1	0.166666666666667	24	5.04166666666667	6.04166666666667	1.19834710743802	1.19960079840319	TCEANC2
TCERG1	Transcription elongation regulator 1 OS=Homo sapiens GN=TCERG1 PE=1 SV=2	sp|O14776|TCRG1_HUMAN	124 kDa	11	11	ncih1373_af1521.adpr.msbio	O14776	10915	0	0	124	11.008064516129	11.008064516129	1	1	TCERG1
TES	Testin OS=Homo sapiens GN=TES PE=1 SV=1	sp|Q9UGI8|TES_HUMAN	48 kDa	2	2	ncih1373_af1521.adpr.msbio	Q9UGI8	26136	0	0	48	2.02083333333333	2.02083333333333	1	1	TES
TF	Serotransferrin OS=Homo sapiens GN=TF PE=1 SV=3	sp|P02787|TRFE_HUMAN	77 kDa	0	4	ncih1373_af1521.adpr.msbio	P02787	7018	4	1	77	0.012987012987013	4.01298701298701	309	401	TF
TFAM	"Transcription factor A, mitochondrial OS=Homo sapiens GN=TFAM PE=1 SV=1"	sp|Q00059|TFAM_HUMAN	29 kDa	14	20	ncih1373_af1521.adpr.msbio	Q00059	7019	6	0.3	29	14.0344827586207	20.0344827586207	1.42751842751843	1.42826552462527	TFAM
TFIP11	Tuftelin-interacting protein 11 OS=Homo sapiens GN=TFIP11 PE=1 SV=1	sp|Q9UBB9|TFP11_HUMAN	97 kDa	92	54	ncih1373_af1521.adpr.msbio	Q9UBB9	24144	-38	-0.41304347826087	97	92.0103092783505	54.0103092783505	0.587002801120448	0.587001412889903	TFIP11
TFRC	Transferrin receptor protein 1 OS=Homo sapiens GN=TFRC PE=1 SV=2	sp|P02786|TFR1_HUMAN	85 kDa	35	12	ncih1373_af1521.adpr.msbio	P02786	7037	-23	-0.657142857142857	85	35.0117647058824	12.0117647058824	0.343077956989247	0.343044844330191	TFRC
TGFB2	Transforming growth factor beta-2 OS=Homo sapiens GN=TGFB2 PE=1 SV=1	sp|P61812|TGFB2_HUMAN	48 kDa	2	0	ncih1373_af1521.adpr.msbio	P61812	7042	-2	-1	48	2.02083333333333	0.0208333333333333	0.0103092783505155	0.00497512437810945	TGFB2
TGFBI	Transforming growth factor-beta-induced protein ig-h3 OS=Homo sapiens GN=TGFBI PE=1 SV=1	sp|Q15582|BGH3_HUMAN	75 kDa	25	11	ncih1373_af1521.adpr.msbio	Q15582	7045	-14	-0.56	75	25.0133333333333	11.0133333333333	0.440298507462687	0.440223910435826	TGFBI
TGM3	Protein-glutamine gamma-glutamyltransferase E OS=Homo sapiens GN=TGM3 PE=1 SV=4	sp|Q08188|TGM3_HUMAN	77 kDa	2	4	ncih1373_af1521.adpr.msbio	Q08188	7053	2	0.5	77	2.01298701298701	4.01298701298701	1.99354838709677	1.99502487562189	TGM3
THBS1	Thrombospondin-1 OS=Homo sapiens GN=THBS1 PE=1 SV=2	sp|P07996|TSP1_HUMAN	129 kDa	4	4	ncih1373_af1521.adpr.msbio	P07996	7057	0	0	129	4.0077519379845	4.0077519379845	1	1	THBS1
THOC1	THO complex subunit 1 OS=Homo sapiens GN=THOC1 PE=1 SV=1	sp|Q96FV9|THOC1_HUMAN	76 kDa	2	0	ncih1373_af1521.adpr.msbio	Q96FV9	9984	-2	-1	76	2.01315789473684	0.0131578947368421	0.0065359477124183	0.00497512437810945	THOC1
THOC2	THO complex subunit 2 OS=Homo sapiens GN=THOC2 PE=1 SV=2	sp|Q8NI27|THOC2_HUMAN	183 kDa	6	0	ncih1373_af1521.adpr.msbio	Q8NI27	57187	-6	-1	183	6.00546448087432	0.00546448087431694	0.000909918107370337	0.00166389351081531	THOC2
THRAP3	Thyroid hormone receptor-associated protein 3 OS=Homo sapiens GN=THRAP3 PE=1 SV=2	sp|Q9Y2W1|TR150_HUMAN	109 kDa	3	0	ncih1373_af1521.adpr.msbio	Q9Y2W1	9967	-3	-1	109	3.00917431192661	0.00917431192660551	0.00304878048780488	0.00332225913621263	THRAP3
TIMM50	Mitochondrial import inner membrane translocase subunit TIM50 OS=Homo sapiens GN=TIMM50 PE=1 SV=2	sp|Q3ZCQ8|TIM50_HUMAN	40 kDa	2	0	ncih1373_af1521.adpr.msbio	Q3ZCQ8	92609	-2	-1	40	2.025	0.025	0.0123456790123457	0.00497512437810945	TIMM50
TJP1	Tight junction protein ZO-1 OS=Homo sapiens GN=TJP1 PE=1 SV=3	sp|Q07157|ZO1_HUMAN	195 kDa	40	39	ncih1373_af1521.adpr.msbio	Q07157	7082	-1	-0.025	195	40.0051282051282	39.0051282051282	0.975003204717344	0.975006248437891	TJP1
TJP2	Tight junction protein ZO-2 OS=Homo sapiens GN=TJP2 PE=1 SV=2	sp|Q9UDY2|ZO2_HUMAN	134 kDa	54	28	ncih1373_af1521.adpr.msbio	Q9UDY2	9414	-26	-0.481481481481481	134	54.0074626865672	28.0074626865672	0.518585049053475	0.518607665247176	TJP2
TKT	Transketolase OS=Homo sapiens GN=TKT PE=1 SV=3	sp|P29401|TKT_HUMAN	68 kDa	6	9	ncih1373_af1521.adpr.msbio	P29401	7086	3	0.333333333333333	68	6.01470588235294	9.01470588235294	1.49877750611247	1.49916805324459	TKT
TLN1	Talin-1 OS=Homo sapiens GN=TLN1 PE=1 SV=3	sp|Q9Y490|TLN1_HUMAN	270 kDa	52	31	ncih1373_af1521.adpr.msbio	Q9Y490	7094	-21	-0.403846153846154	270	52.0037037037037	31.0037037037037	0.596182608076348	0.596231493943472	TLN1
TMA16	Translation machinery-associated protein 16 OS=Homo sapiens GN=TMA16 PE=1 SV=2	sp|Q96EY4|TMA16_HUMAN	24 kDa	13	10	ncih1373_af1521.adpr.msbio	Q96EY4	55319	-3	-0.230769230769231	24	13.0416666666667	10.0416666666667	0.769968051118211	0.769408147578786	TMA16
TMA7	Translation machinery-associated protein 7 OS=Homo sapiens GN=TMA7 PE=1 SV=1	sp|Q9Y2S6|TMA7_HUMAN	7 kDa	16	24	ncih1373_af1521.adpr.msbio	Q9Y2S6	51372	8	0.333333333333333	7	16.1428571428571	24.1428571428571	1.49557522123894	1.49968769519051	TMA7
TMED10	Transmembrane emp24 domain-containing protein 10 OS=Homo sapiens GN=TMED10 PE=1 SV=2	sp|P49755|TMEDA_HUMAN	25 kDa	4	4	ncih1373_af1521.adpr.msbio	P49755	10972	0	0	25	4.04	4.04	1	1	TMED10
TMED2	Transmembrane emp24 domain-containing protein 2 OS=Homo sapiens GN=TMED2 PE=1 SV=1	sp|Q15363|TMED2_HUMAN	23 kDa	4	2	ncih1373_af1521.adpr.msbio	Q15363	10959	-2	-0.5	23	4.04347826086957	2.04347826086957	0.505376344086022	0.501246882793017	TMED2
TMED4	Transmembrane emp24 domain-containing protein 4 OS=Homo sapiens GN=TMED4 PE=1 SV=1	sp|Q7Z7H5|TMED4_HUMAN	26 kDa	3	3	ncih1373_af1521.adpr.msbio	Q7Z7H5	222068	0	0	26	3.03846153846154	3.03846153846154	1	1	TMED4
TMED7	Transmembrane emp24 domain-containing protein 7 OS=Homo sapiens GN=TMED7 PE=1 SV=2	sp|Q9Y3B3|TMED7_HUMAN	25 kDa	3	2	ncih1373_af1521.adpr.msbio	Q9Y3B3	51014	-1	-0.333333333333333	25	3.04	2.04	0.671052631578947	0.667774086378737	TMED7
TMED9	Transmembrane emp24 domain-containing protein 9 OS=Homo sapiens GN=TMED9 PE=1 SV=2	sp|Q9BVK6|TMED9_HUMAN	27 kDa	5	4	ncih1373_af1521.adpr.msbio	Q9BVK6	54732	-1	-0.2	27	5.03703703703704	4.03703703703704	0.801470588235294	0.800399201596806	TMED9
TMPO	Lamina-associated polypeptide 2, isoform alpha OS=Homo sapiens GN=TMPO PE=1 SV=2,Lamina-associated polypeptide 2, isoforms beta/gamma OS=Homo sapiens GN=TMPO PE=1 SV=2	sp|P42166|LAP2A_HUMAN,sp|P42167|LAP2B_HUMAN	75 kDa,51 kDa	32	0	ncih1373_af1521.adpr.msbio	P42166,P42167	7112	-32	-1	63	16.0164705882353	0.0164705882352941	0.00111101493645161	0.000312402374258044	TMPO
TMX1	Thioredoxin-related transmembrane protein 1 OS=Homo sapiens GN=TMX1 PE=1 SV=1	sp|Q9H3N1|TMX1_HUMAN	32 kDa	2	2	ncih1373_af1521.adpr.msbio	Q9H3N1	81542	0	0	32	2.03125	2.03125	1	1	TMX1
TNC	Tenascin OS=Homo sapiens GN=TNC PE=1 SV=3	sp|P24821|TENA_HUMAN	241 kDa	34	0	ncih1373_af1521.adpr.msbio	P24821	3371	-34	-1	241	34.0041493775934	0.004149377593361	0.00012202562538133	0.000294031167303734	TNC
TNFAIP8L1	Tumor necrosis factor alpha-induced protein 8-like protein 1 OS=Homo sapiens GN=TNFAIP8L1 PE=1 SV=2	sp|Q8WVP5|TP8L1_HUMAN	21 kDa	4	0	ncih1373_af1521.adpr.msbio	Q8WVP5	126282	-4	-1	21	4.04761904761905	0.0476190476190476	0.0117647058823529	0.00249376558603491	TNFAIP8L1
TNKS	Tankyrase-1 OS=Homo sapiens GN=TNKS PE=1 SV=2	sp|O95271|TNKS1_HUMAN	142 kDa	8	4	ncih1373_af1521.adpr.msbio	O95271	8658	-4	-0.5	142	8.00704225352113	4.00704225352113	0.500439753737907	0.500624219725343	TNKS
TNKS1BP1	182 kDa tankyrase-1-binding protein OS=Homo sapiens GN=TNKS1BP1 PE=1 SV=4	sp|Q9C0C2|TB182_HUMAN	182 kDa	12	13	ncih1373_af1521.adpr.msbio	Q9C0C2	85456	1	0.0769230769230769	182	12.0054945054945	13.0054945054945	1.08329519450801	1.08326394671107	TNKS1BP1
TNS3	Tensin-3 OS=Homo sapiens GN=TNS3 PE=1 SV=2	sp|Q68CZ2|TENS3_HUMAN	155 kDa	3	0	ncih1373_af1521.adpr.msbio	Q68CZ2	64759	-3	-1	155	3.00645161290323	0.00645161290322581	0.00214592274678112	0.00332225913621263	TNS3
TNS4	Tensin-4 OS=Homo sapiens GN=TNS4 PE=1 SV=3	sp|Q8IZW8|TENS4_HUMAN	77 kDa	2	0	ncih1373_af1521.adpr.msbio	Q8IZW8	84951	-2	-1	77	2.01298701298701	0.012987012987013	0.00645161290322581	0.00497512437810945	TNS4
TOMM70	Mitochondrial import receptor subunit TOM70 OS=Homo sapiens GN=TOMM70 PE=1 SV=1	sp|O94826|TOM70_HUMAN	67 kDa	7	5	ncih1373_af1521.adpr.msbio	O94826	9868	-2	-0.285714285714286	67	7.01492537313433	5.01492537313433	0.714893617021277	0.714693295292439	TOMM70
TOP1	DNA topoisomerase 1 OS=Homo sapiens GN=TOP1 PE=1 SV=2	sp|P11387|TOP1_HUMAN	91 kDa	8	4	ncih1373_af1521.adpr.msbio	P11387	7150	-4	-0.5	91	8.01098901098901	4.01098901098901	0.500685871056241	0.500624219725343	TOP1
TOP2A	DNA topoisomerase 2-alpha OS=Homo sapiens GN=TOP2A PE=1 SV=3	sp|P11388|TOP2A_HUMAN	174 kDa	71	0	ncih1373_af1521.adpr.msbio	P11388	7153	-71	-1	174	71.0057471264368	0.00574712643678161	8.09388911371914e-05	0.00014082523588227	TOP2A
TOR1AIP1	Torsin-1A-interacting protein 1 OS=Homo sapiens GN=TOR1AIP1 PE=1 SV=2	sp|Q5JTV8|TOIP1_HUMAN	66 kDa	3	0	ncih1373_af1521.adpr.msbio	Q5JTV8	26092	-3	-1	66	3.01515151515152	0.0151515151515152	0.0050251256281407	0.00332225913621263	TOR1AIP1
TP53BP1	TP53-binding protein 1 OS=Homo sapiens GN=TP53BP1 PE=1 SV=2	sp|Q12888|TP53B_HUMAN	214 kDa	5	0	ncih1373_af1521.adpr.msbio	Q12888	7158	-5	-1	214	5.00467289719626	0.00467289719626168	0.000933706816059757	0.00199600798403194	TP53BP1
TPD52L2	Tumor protein D54 OS=Homo sapiens GN=TPD52L2 PE=1 SV=2	sp|O43399|TPD54_HUMAN	22 kDa	3	0	ncih1373_af1521.adpr.msbio	O43399	7165	-3	-1	22	3.04545454545455	0.0454545454545455	0.0149253731343284	0.00332225913621263	TPD52L2
TPI1	Triosephosphate isomerase OS=Homo sapiens GN=TPI1 PE=1 SV=3	sp|P60174|TPIS_HUMAN	31 kDa	2	0	ncih1373_af1521.adpr.msbio	P60174	7167	-2	-1	31	2.03225806451613	0.032258064516129	0.0158730158730159	0.00497512437810945	TPI1
TPM4	Tropomyosin alpha-4 chain OS=Homo sapiens GN=TPM4 PE=1 SV=3	sp|P67936|TPM4_HUMAN	29 kDa	3	4	ncih1373_af1521.adpr.msbio	P67936	7171	1	0.25	29	3.03448275862069	4.03448275862069	1.32954545454545	1.33222591362126	TPM4
TPP2	Tripeptidyl-peptidase 2 OS=Homo sapiens GN=TPP2 PE=1 SV=4	sp|P29144|TPP2_HUMAN	138 kDa	5	0	ncih1373_af1521.adpr.msbio	P29144	7174	-5	-1	138	5.00724637681159	0.0072463768115942	0.00144717800289436	0.00199600798403194	TPP2
TPR	Nucleoprotein TPR OS=Homo sapiens GN=TPR PE=1 SV=3	sp|P12270|TPR_HUMAN	267 kDa	26	10	ncih1373_af1521.adpr.msbio	P12270	7175	-16	-0.615384615384615	267	26.0037453183521	10.0037453183521	0.384704018435835	0.384851980007689	TPR
TRAP1	"Heat shock protein 75 kDa, mitochondrial OS=Homo sapiens GN=TRAP1 PE=1 SV=3"	sp|Q12931|TRAP1_HUMAN	80 kDa	4	2	ncih1373_af1521.adpr.msbio	Q12931	10131	-2	-0.5	80	4.0125	2.0125	0.501557632398754	0.501246882793017	TRAP1
TRIM24	Transcription intermediary factor 1-alpha OS=Homo sapiens GN=TRIM24 PE=1 SV=3	sp|O15164|TIF1A_HUMAN	117 kDa	3	0	ncih1373_af1521.adpr.msbio	O15164	8805	-3	-1	117	3.00854700854701	0.00854700854700855	0.00284090909090909	0.00332225913621263	TRIM24
TRIM25	E3 ubiquitin/ISG15 ligase TRIM25 OS=Homo sapiens GN=TRIM25 PE=1 SV=2	sp|Q14258|TRI25_HUMAN	71 kDa	10	12	ncih1373_af1521.adpr.msbio	Q14258	7706	2	0.166666666666667	71	10.0140845070423	12.0140845070423	1.19971870604782	1.1998001998002	TRIM25
TRIM28	Transcription intermediary factor 1-beta OS=Homo sapiens GN=TRIM28 PE=1 SV=5	sp|Q13263|TIF1B_HUMAN	89 kDa	5	0	ncih1373_af1521.adpr.msbio	Q13263	10155	-5	-1	89	5.01123595505618	0.0112359550561798	0.00224215246636771	0.00199600798403194	TRIM28
TRIM32	E3 ubiquitin-protein ligase TRIM32 OS=Homo sapiens GN=TRIM32 PE=1 SV=2	sp|Q13049|TRI32_HUMAN	72 kDa	70	44	ncih1373_af1521.adpr.msbio	Q13049	22954	-26	-0.371428571428571	72	70.0138888888889	44.0138888888889	0.628645110097203	0.628624482216826	TRIM32
TRIM33	E3 ubiquitin-protein ligase TRIM33 OS=Homo sapiens GN=TRIM33 PE=1 SV=3	sp|Q9UPN9|TRI33_HUMAN	123 kDa	2	0	ncih1373_af1521.adpr.msbio	Q9UPN9	51592	-2	-1	123	2.00813008130081	0.00813008130081301	0.00404858299595142	0.00497512437810945	TRIM33
TRIM4	E3 ubiquitin-protein ligase TRIM4 OS=Homo sapiens GN=TRIM4 PE=1 SV=2	sp|Q9C037|TRIM4_HUMAN	57 kDa	30	27	ncih1373_af1521.adpr.msbio	Q9C037	89122	-3	-0.1	57	30.0175438596491	27.0175438596491	0.900058445353594	0.900033322225925	TRIM4
TRIO	Triple functional domain protein OS=Homo sapiens GN=TRIO PE=1 SV=2	sp|O75962|TRIO_HUMAN	347 kDa	4	0	ncih1373_af1521.adpr.msbio	O75962	7204	-4	-1	347	4.0028818443804	0.00288184438040346	0.000719942404607631	0.00249376558603491	TRIO
TRIOBP	TRIO and F-actin-binding protein OS=Homo sapiens GN=TRIOBP PE=1 SV=3	sp|Q9H2D6|TARA_HUMAN	261 kDa	3	3	ncih1373_af1521.adpr.msbio	Q9H2D6	11078	0	0	261	3.00383141762452	3.00383141762452	1	1	TRIOBP
TRIP11	Thyroid receptor-interacting protein 11 OS=Homo sapiens GN=TRIP11 PE=1 SV=3	sp|Q15643|TRIPB_HUMAN	228 kDa	138	132	ncih1373_af1521.adpr.msbio	Q15643	9321	-6	-0.0434782608695652	228	138.004385964912	132.004385964912	0.956523120928015	0.956524889500761	TRIP11
TROVE2	60 kDa SS-A/Ro ribonucleoprotein OS=Homo sapiens GN=TROVE2 PE=1 SV=2	sp|P10155|RO60_HUMAN	61 kDa	2	0	ncih1373_af1521.adpr.msbio	P10155	6738	-2	-1	61	2.01639344262295	0.0163934426229508	0.00813008130081301	0.00497512437810945	RO60
TRRAP	Transformation/transcription domain-associated protein OS=Homo sapiens GN=TRRAP PE=1 SV=3	sp|Q9Y4A5|TRRAP_HUMAN	438 kDa	2	0	ncih1373_af1521.adpr.msbio	Q9Y4A5	8295	-2	-1	438	2.00228310502283	0.00228310502283105	0.00114025085518814	0.00497512437810945	TRRAP
TTK	Dual specificity protein kinase TTK OS=Homo sapiens GN=TTK PE=1 SV=2	sp|P33981|TTK_HUMAN	97 kDa	8	0	ncih1373_af1521.adpr.msbio	P33981	7272	-8	-1	97	8.01030927835052	0.0103092783505155	0.00128700128700129	0.00124843945068664	TTK
TTN	Titin OS=Homo sapiens GN=TTN PE=1 SV=4	sp|Q8WZ42|TITIN_HUMAN	3816 kDa	4	3	ncih1373_af1521.adpr.msbio	Q8WZ42	7273	-1	-0.25	3816	4.00026205450734	3.00026205450734	0.75001637733377	0.750623441396509	TTN
TUBA1B	Tubulin alpha-1B chain OS=Homo sapiens GN=TUBA1B PE=1 SV=1	sp|P68363|TBA1B_HUMAN	50 kDa	47	38	ncih1373_af1521.adpr.msbio	P68363	10376	-9	-0.191489361702128	50	47.02	38.02	0.80859208847299	0.8085513720485	TUBA1B
TUBA4A	Tubulin alpha-4A chain OS=Homo sapiens GN=TUBA4A PE=1 SV=1	sp|P68366|TBA4A_HUMAN	50 kDa	30	21	ncih1373_af1521.adpr.msbio	P68366	7277	-9	-0.3	50	30.02	21.02	0.700199866755496	0.700099966677774	TUBA4A
TUBB	Tubulin beta chain OS=Homo sapiens GN=TUBB PE=1 SV=2	sp|P07437|TBB5_HUMAN	50 kDa	49	35	ncih1373_af1521.adpr.msbio	P07437	203068	-14	-0.285714285714286	50	49.02	35.02	0.714402284781722	0.714344011426239	TUBB
TUBB4B	Tubulin beta-4B chain OS=Homo sapiens GN=TUBB4B PE=1 SV=1	sp|P68371|TBB4B_HUMAN	50 kDa	31	27	ncih1373_af1521.adpr.msbio	P68371	10383	-4	-0.129032258064516	50	31.02	27.02	0.871050934880722	0.871009351821993	TUBB4B
TUFM	"Elongation factor Tu, mitochondrial OS=Homo sapiens GN=TUFM PE=1 SV=2"	sp|P49411|EFTU_HUMAN	50 kDa	2	0	ncih1373_af1521.adpr.msbio	P49411	7284	-2	-1	50	2.02	0.02	0.0099009900990099	0.00497512437810945	TUFM
TXN	Thioredoxin OS=Homo sapiens GN=TXN PE=1 SV=3	sp|P10599|THIO_HUMAN	12 kDa	2	3	ncih1373_af1521.adpr.msbio	P10599	7295	1	0.333333333333333	12	2.08333333333333	3.08333333333333	1.48	1.49751243781095	TXN
TXNRD1	"Thioredoxin reductase 1, cytoplasmic OS=Homo sapiens GN=TXNRD1 PE=1 SV=3"	sp|Q16881|TRXR1_HUMAN	71 kDa	14	4	ncih1373_af1521.adpr.msbio	Q16881	7296	-10	-0.714285714285714	71	14.0140845070423	4.01408450704225	0.28643216080402	0.286224125624554	TXNRD1
U2AF1L5	Splicing factor U2AF 35 kDa subunit-like protein OS=Homo sapiens GN=U2AF1L5 PE=1 SV=1	sp|P0DN76|U2AF5_HUMAN (+1)	28 kDa	31	30	ncih1373_af1521.adpr.msbio	P0DN76	102724594	-1	-0.032258064516129	28	31.0357142857143	30.0357142857143	0.967779056386651	0.967752337955498	U2AF1L5
U2AF2	Splicing factor U2AF 65 kDa subunit OS=Homo sapiens GN=U2AF2 PE=1 SV=4	sp|P26368|U2AF2_HUMAN	54 kDa	27	26	ncih1373_af1521.adpr.msbio	P26368	11338	-1	-0.037037037037037	54	27.0185185185185	26.0185185185185	0.962988348183688	0.962976675305442	U2AF2
U2SURP	U2 snRNP-associated SURP motif-containing protein OS=Homo sapiens GN=U2SURP PE=1 SV=2	sp|O15042|SR140_HUMAN	118 kDa	6	0	ncih1373_af1521.adpr.msbio	O15042	23350	-6	-1	118	6.00847457627119	0.00847457627118644	0.00141043723554302	0.00166389351081531	U2SURP
UACA	Uveal autoantigen with coiled-coil domains and ankyrin repeats OS=Homo sapiens GN=UACA PE=1 SV=2	sp|Q9BZF9|UACA_HUMAN	163 kDa	11	22	ncih1373_af1521.adpr.msbio	Q9BZF9	55075	11	0.5	163	11.0061349693252	22.0061349693252	1.99944258639911	1.99909173478656	UACA
UBA1	Ubiquitin-like modifier-activating enzyme 1 OS=Homo sapiens GN=UBA1 PE=1 SV=3	sp|P22314|UBA1_HUMAN	118 kDa	3	0	ncih1373_af1521.adpr.msbio	P22314	7317	-3	-1	118	3.00847457627119	0.00847457627118644	0.0028169014084507	0.00332225913621263	UBA1
UBA52	Ubiquitin-60S ribosomal protein L40 OS=Homo sapiens GN=UBA52 PE=1 SV=2	sp|P62987|RL40_HUMAN	15 kDa	70	56	ncih1373_af1521.adpr.msbio	P62987	7311	-14	-0.2	15	70.0666666666667	56.0666666666667	0.800190294957184	0.800028567347522	UBA52
UBAP2L	Ubiquitin-associated protein 2-like OS=Homo sapiens GN=UBAP2L PE=1 SV=2	sp|Q14157|UBP2L_HUMAN	115 kDa	14	9	ncih1373_af1521.adpr.msbio	Q14157	9898	-5	-0.357142857142857	115	14.0086956521739	9.00869565217391	0.643078833022967	0.643112062812277	UBAP2L
UBE2C	Ubiquitin-conjugating enzyme E2 C OS=Homo sapiens GN=UBE2C PE=1 SV=1	sp|O00762|UBE2C_HUMAN	20 kDa	2	0	ncih1373_af1521.adpr.msbio	O00762	11065	-2	-1	20	2.05	0.05	0.024390243902439	0.00497512437810945	UBE2C
UBE2N	Ubiquitin-conjugating enzyme E2 N OS=Homo sapiens GN=UBE2N PE=1 SV=1	sp|P61088|UBE2N_HUMAN (+1)	17 kDa	2	2	ncih1373_af1521.adpr.msbio	P61088	7334	0	0	17	2.05882352941176	2.05882352941176	1	1	UBE2N
UBL4A	Ubiquitin-like protein 4A OS=Homo sapiens GN=UBL4A PE=1 SV=1	sp|P11441|UBL4A_HUMAN	18 kDa	6	4	ncih1373_af1521.adpr.msbio	P11441	8266	-2	-0.333333333333333	18	6.05555555555556	4.05555555555556	0.669724770642202	0.667221297836938	UBL4A
UBTF	Nucleolar transcription factor 1 OS=Homo sapiens GN=UBTF PE=1 SV=1	sp|P17480|UBF1_HUMAN	89 kDa	14	0	ncih1373_af1521.adpr.msbio	P17480	7343	-14	-1	89	14.0112359550562	0.0112359550561798	0.000801924619085806	0.000713775874375446	UBTF
UGDH	UDP-glucose 6-dehydrogenase OS=Homo sapiens GN=UGDH PE=1 SV=1	sp|O60701|UGDH_HUMAN	55 kDa	2	5	ncih1373_af1521.adpr.msbio	O60701	7358	3	0.6	55	2.01818181818182	5.01818181818182	2.48648648648649	2.49253731343284	UGDH
UGGT1	UDP-glucose:glycoprotein glucosyltransferase 1 OS=Homo sapiens GN=UGGT1 PE=1 SV=3	sp|Q9NYU2|UGGG1_HUMAN	177 kDa	4	7	ncih1373_af1521.adpr.msbio	Q9NYU2	56886	3	0.428571428571429	177	4.00564971751412	7.00564971751412	1.74894217207334	1.74812967581047	UGGT1
UPF1	Regulator of nonsense transcripts 1 OS=Homo sapiens GN=UPF1 PE=1 SV=2	sp|Q92900|RENT1_HUMAN	124 kDa	30	12	ncih1373_af1521.adpr.msbio	Q92900	5976	-18	-0.6	124	30.008064516129	12.008064516129	0.400161246976619	0.400199933355548	UPF1
UPF2	Regulator of nonsense transcripts 2 OS=Homo sapiens GN=UPF2 PE=1 SV=1	sp|Q9HAU5|RENT2_HUMAN	148 kDa	0	3	ncih1373_af1521.adpr.msbio	Q9HAU5	26019	3	1	148	0.00675675675675676	3.00675675675676	445	301	UPF2
USO1	General vesicular transport factor p115 OS=Homo sapiens GN=USO1 PE=1 SV=2	sp|O60763|USO1_HUMAN	108 kDa	8	4	ncih1373_af1521.adpr.msbio	O60763	8615	-4	-0.5	108	8.00925925925926	4.00925925925926	0.500578034682081	0.500624219725343	USO1
USP10	Ubiquitin carboxyl-terminal hydrolase 10 OS=Homo sapiens GN=USP10 PE=1 SV=2	sp|Q14694|UBP10_HUMAN	87 kDa	2	0	ncih1373_af1521.adpr.msbio	Q14694	9100	-2	-1	87	2.01149425287356	0.0114942528735632	0.00571428571428571	0.00497512437810945	USP10
