genename	protein_desc	Accession_Number	Molecular_Weight	SKMES1.AF1521.DMSO_SpC	SKMES1.AF1521.RBN011628_1um_SpC	label	uniprotswissprot	entrez.id	spc.trt_ctrl.delta	spc.ctrl_fraction_delta	molweight	ctrl.binding	trt.binding	trt.fc.binding	trt.fc	gene.symbol.xref
TAF7	Transcription initiation factor TFIID subunit 7 OS=Homo sapiens GN=TAF7 PE=1 SV=1	sp|Q15545|TAF7_HUMAN	40 kDa	0	2	skmes_adpr.msbio	Q15545	6879	2	1	40	0.025	2.025	81	201	TAF7
TAGLN2	Transgelin-2 OS=Homo sapiens GN=TAGLN2 PE=1 SV=3	sp|P37802|TAGL2_HUMAN	22 kDa	3	23	skmes_adpr.msbio	P37802	8407	20	0.869565217391304	22	3.04545454545455	23.0454545454545	7.56716417910448	7.64451827242525	TAGLN2
TALDO1	Transaldolase OS=Homo sapiens GN=TALDO1 PE=1 SV=2	sp|P37837|TALDO_HUMAN	38 kDa	0	32	skmes_adpr.msbio	P37837	6888	32	1	38	0.0263157894736842	32.0263157894737	1217	3201	TALDO1
TAMM41	Phosphatidate cytidylyltransferase, mitochondrial OS=Homo sapiens GN=TAMM41 PE=1 SV=2	sp|Q96BW9|TAM41_HUMAN	51 kDa	5	0	skmes_adpr.msbio	Q96BW9	132001	-5	-1	51	5.01960784313725	0.0196078431372549	0.00390625	0.00199600798403194	TAMM41
TAOK1	Serine/threonine-protein kinase TAO1 OS=Homo sapiens GN=TAOK1 PE=1 SV=1	sp|Q7L7X3|TAOK1_HUMAN	116 kDa	0	3	skmes_adpr.msbio	Q7L7X3	57551	3	1	116	0.00862068965517241	3.00862068965517	349	301	TAOK1
TBC1D10B	TBC1 domain family member 10B OS=Homo sapiens GN=TBC1D10B PE=1 SV=3	sp|Q4KMP7|TB10B_HUMAN	87 kDa	15	25	skmes_adpr.msbio	Q4KMP7	26000	10	0.4	87	15.0114942528736	25.0114942528736	1.66615620214395	1.66622251832112	TBC1D10B
TCEA2	Transcription elongation factor A protein 2 OS=Homo sapiens GN=TCEA2 PE=1 SV=1	sp|Q15560|TCEA2_HUMAN	34 kDa	3	0	skmes_adpr.msbio	Q15560	6919	-3	-1	34	3.02941176470588	0.0294117647058824	0.00970873786407767	0.00332225913621263	TCEA2
TCEA3	Transcription elongation factor A protein 3 OS=Homo sapiens GN=TCEA3 PE=1 SV=2	sp|O75764|TCEA3_HUMAN	39 kDa	9	12	skmes_adpr.msbio	O75764	6920	3	0.25	39	9.02564102564103	12.025641025641	1.33238636363636	1.33296337402886	TCEA3
TCEANC2	Transcription elongation factor A N-terminal and central domain-containing protein 2 OS=Homo sapiens GN=TCEANC2 PE=1 SV=1	sp|Q96MN5|TEAN2_HUMAN	24 kDa	15	13	skmes_adpr.msbio	Q96MN5	127428	-2	-0.133333333333333	24	15.0416666666667	13.0416666666667	0.867036011080332	0.866755496335776	TCEANC2
TCERG1	Transcription elongation regulator 1 OS=Homo sapiens GN=TCERG1 PE=1 SV=2	sp|O14776|TCRG1_HUMAN	124 kDa	3	4	skmes_adpr.msbio	O14776	10915	1	0.25	124	3.00806451612903	4.00806451612903	1.33243967828418	1.33222591362126	TCERG1
TCP1	T-complex protein 1 subunit alpha OS=Homo sapiens GN=TCP1 PE=1 SV=1	sp|P17987|TCPA_HUMAN	60 kDa	8	7	skmes_adpr.msbio	P17987	6950	-1	-0.125	60	8.01666666666667	7.01666666666667	0.875259875259875	0.875156054931336	TCP1
TERF1	Telomeric repeat-binding factor 1 OS=Homo sapiens GN=TERF1 PE=1 SV=3	sp|P54274|TERF1_HUMAN	50 kDa	2	2	skmes_adpr.msbio	P54274	7013	0	0	50	2.02	2.02	1	1	TERF1
TFAM	Transcription factor A, mitochondrial OS=Homo sapiens GN=TFAM PE=1 SV=1	sp|Q00059|TFAM_HUMAN	29 kDa	24	21	skmes_adpr.msbio	Q00059	7019	-3	-0.125	29	24.0344827586207	21.0344827586207	0.875179340028694	0.875052061640983	TFAM
TFIP11	Tuftelin-interacting protein 11 OS=Homo sapiens GN=TFIP11 PE=1 SV=1	sp|Q9UBB9|TFP11_HUMAN	97 kDa	24	19	skmes_adpr.msbio	Q9UBB9	24144	-5	-0.208333333333333	97	24.0103092783505	19.0103092783505	0.791756118505797	0.791753436068305	TFIP11
TFRC	Transferrin receptor protein 1 OS=Homo sapiens GN=TFRC PE=1 SV=2	sp|P02786|TFR1_HUMAN	85 kDa	4	3	skmes_adpr.msbio	P02786	7037	-1	-0.25	85	4.01176470588235	3.01176470588235	0.750733137829912	0.750623441396509	TFRC
TGFBI	Transforming growth factor-beta-induced protein ig-h3 OS=Homo sapiens GN=TGFBI PE=1 SV=1	sp|Q15582|BGH3_HUMAN	75 kDa	0	3	skmes_adpr.msbio	Q15582	7045	3	1	75	0.0133333333333333	3.01333333333333	226	301	TGFBI
TGM1	Protein-glutamine gamma-glutamyltransferase K OS=Homo sapiens GN=TGM1 PE=1 SV=4	sp|P22735|TGM1_HUMAN	90 kDa	9	5	skmes_adpr.msbio	P22735	7051	-4	-0.444444444444444	90	9.01111111111111	5.01111111111111	0.556103575832306	0.556048834628191	TGM1
TGM3	Protein-glutamine gamma-glutamyltransferase E OS=Homo sapiens GN=TGM3 PE=1 SV=4	sp|Q08188|TGM3_HUMAN	77 kDa	7	7	skmes_adpr.msbio	Q08188	7053	0	0	77	7.01298701298701	7.01298701298701	1	1	TGM3
THOC2	THO complex subunit 2 OS=Homo sapiens GN=THOC2 PE=1 SV=2	sp|Q8NI27|THOC2_HUMAN	183 kDa	9	6	skmes_adpr.msbio	Q8NI27	57187	-3	-0.333333333333333	183	9.00546448087432	6.00546448087432	0.666868932038835	0.667036625971143	THOC2
THOC7	THO complex subunit 7 homolog OS=Homo sapiens GN=THOC7 PE=1 SV=3	sp|Q6I9Y2|THOC7_HUMAN	24 kDa	3	0	skmes_adpr.msbio	Q6I9Y2	80145	-3	-1	24	3.04166666666667	0.0416666666666667	0.0136986301369863	0.00332225913621263	THOC7
THYN1	Thymocyte nuclear protein 1 OS=Homo sapiens GN=THYN1 PE=1 SV=1	sp|Q9P016|THYN1_HUMAN	26 kDa	4	6	skmes_adpr.msbio	Q9P016	29087	2	0.333333333333333	26	4.03846153846154	6.03846153846154	1.4952380952381	1.49875311720698	THYN1
TIMM44	Mitochondrial import inner membrane translocase subunit TIM44 OS=Homo sapiens GN=TIMM44 PE=1 SV=2	sp|O43615|TIM44_HUMAN	51 kDa	11	16	skmes_adpr.msbio	O43615	10469	5	0.3125	51	11.0196078431373	16.0196078431373	1.45373665480427	1.45413260672116	TIMM44
TIMM50	Mitochondrial import inner membrane translocase subunit TIM50 OS=Homo sapiens GN=TIMM50 PE=1 SV=2	sp|Q3ZCQ8|TIM50_HUMAN	40 kDa	7	6	skmes_adpr.msbio	Q3ZCQ8	92609	-1	-0.142857142857143	40	7.025	6.025	0.857651245551601	0.85734664764622	TIMM50
TIPARP	TCDD-inducible poly [ADP-ribose] polymerase OS=Homo sapiens GN=TIPARP PE=2 SV=1	sp|Q7Z3E1|PARPT_HUMAN	76 kDa	32	3	skmes_adpr.msbio	Q7Z3E1	25976	-29	-0.90625	76	32.0131578947368	3.01315789473684	0.0941224825318537	0.0940331146516714	TIPARP
TKT	Transketolase OS=Homo sapiens GN=TKT PE=1 SV=3	sp|P29401|TKT_HUMAN	68 kDa	0	22	skmes_adpr.msbio	P29401	7086	22	1	68	0.0147058823529412	22.0147058823529	1497	2201	TKT
TLN1	Talin-1 OS=Homo sapiens GN=TLN1 PE=1 SV=3	sp|Q9Y490|TLN1_HUMAN	270 kDa	31	23	skmes_adpr.msbio	Q9Y490	7094	-8	-0.258064516129032	270	31.0037037037037	23.0037037037037	0.741966312268546	0.742018703643986	TLN1
TMA16	Translation machinery-associated protein 16 OS=Homo sapiens GN=TMA16 PE=1 SV=2	sp|Q96EY4|TMA16_HUMAN	24 kDa	39	34	skmes_adpr.msbio	Q96EY4	55319	-5	-0.128205128205128	24	39.0416666666667	34.0416666666667	0.871931696905016	0.871827736477826	TMA16
TMA7	Translation machinery-associated protein 7 OS=Homo sapiens GN=TMA7 PE=1 SV=1	sp|Q9Y2S6|TMA7_HUMAN	7 kDa	13	14	skmes_adpr.msbio	Q9Y2S6	51372	1	0.0714285714285714	7	13.1428571428571	14.1428571428571	1.07608695652174	1.07686395080707	TMA7
TMCC1	Transmembrane and coiled-coil domains protein 1 OS=Homo sapiens GN=TMCC1 PE=1 SV=3	sp|O94876|TMCC1_HUMAN	72 kDa	2	0	skmes_adpr.msbio	O94876	23023	-2	-1	72	2.01388888888889	0.0138888888888889	0.00689655172413793	0.00497512437810945	TMCC1
TMED10	Transmembrane emp24 domain-containing protein 10 OS=Homo sapiens GN=TMED10 PE=1 SV=2	sp|P49755|TMEDA_HUMAN	25 kDa	7	6	skmes_adpr.msbio	P49755	10972	-1	-0.142857142857143	25	7.04	6.04	0.857954545454545	0.85734664764622	TMED10
TMED2	Transmembrane emp24 domain-containing protein 2 OS=Homo sapiens GN=TMED2 PE=1 SV=1	sp|Q15363|TMED2_HUMAN	23 kDa	5	3	skmes_adpr.msbio	Q15363	10959	-2	-0.4	23	5.04347826086957	3.04347826086957	0.603448275862069	0.600798403193613	TMED2
TMED9	Transmembrane emp24 domain-containing protein 9 OS=Homo sapiens GN=TMED9 PE=1 SV=2	sp|Q9BVK6|TMED9_HUMAN	27 kDa	5	4	skmes_adpr.msbio	Q9BVK6	54732	-1	-0.2	27	5.03703703703704	4.03703703703704	0.801470588235294	0.800399201596806	TMED9
TMX1	Thioredoxin-related transmembrane protein 1 OS=Homo sapiens GN=TMX1 PE=1 SV=1	sp|Q9H3N1|TMX1_HUMAN	32 kDa	2	7	skmes_adpr.msbio	Q9H3N1	81542	5	0.714285714285714	32	2.03125	7.03125	3.46153846153846	3.48756218905473	TMX1
TMX3	Protein disulfide-isomerase TMX3 OS=Homo sapiens GN=TMX3 PE=1 SV=2	sp|Q96JJ7|TMX3_HUMAN	52 kDa	2	2	skmes_adpr.msbio	Q96JJ7	54495	0	0	52	2.01923076923077	2.01923076923077	1	1	TMX3
TNFAIP2	Tumor necrosis factor alpha-induced protein 2 OS=Homo sapiens GN=TNFAIP2 PE=2 SV=2	sp|Q03169|TNAP2_HUMAN	73 kDa	0	3	skmes_adpr.msbio	Q03169	7127	3	1	73	0.0136986301369863	3.01369863013699	220	301	TNFAIP2
TNFAIP8L1	Tumor necrosis factor alpha-induced protein 8-like protein 1 OS=Homo sapiens GN=TNFAIP8L1 PE=1 SV=2	sp|Q8WVP5|TP8L1_HUMAN	21 kDa	5	10	skmes_adpr.msbio	Q8WVP5	126282	5	0.5	21	5.04761904761905	10.047619047619	1.99056603773585	1.99800399201597	TNFAIP8L1
TNKS1BP1	182 kDa tankyrase-1-binding protein OS=Homo sapiens GN=TNKS1BP1 PE=1 SV=4	sp|Q9C0C2|TB182_HUMAN	182 kDa	2	6	skmes_adpr.msbio	Q9C0C2	85456	4	0.666666666666667	182	2.00549450549451	6.00549450549451	2.99452054794521	2.99004975124378	TNKS1BP1
TOLLIP	Toll-interacting protein OS=Homo sapiens GN=TOLLIP PE=1 SV=1	sp|Q9H0E2|TOLIP_HUMAN	30 kDa	0	2	skmes_adpr.msbio	Q9H0E2	54472	2	1	30	0.0333333333333333	2.03333333333333	61	201	TOLLIP
TOMM34	Mitochondrial import receptor subunit TOM34 OS=Homo sapiens GN=TOMM34 PE=1 SV=2	sp|Q15785|TOM34_HUMAN	35 kDa	2	0	skmes_adpr.msbio	Q15785	10953	-2	-1	35	2.02857142857143	0.0285714285714286	0.0140845070422535	0.00497512437810945	TOMM34
TOR1AIP1	Torsin-1A-interacting protein 1 OS=Homo sapiens GN=TOR1AIP1 PE=1 SV=2	sp|Q5JTV8|TOIP1_HUMAN	66 kDa	11	10	skmes_adpr.msbio	Q5JTV8	26092	-1	-0.0909090909090909	66	11.0151515151515	10.0151515151515	0.909215955983494	0.909173478655767	TOR1AIP1
TPD52	Tumor protein D52 OS=Homo sapiens GN=TPD52 PE=1 SV=2	sp|P55327|TPD52_HUMAN	24 kDa	0	3	skmes_adpr.msbio	P55327	7163	3	1	24	0.0416666666666667	3.04166666666667	73	301	TPD52
TPD52L2	Tumor protein D54 OS=Homo sapiens GN=TPD52L2 PE=1 SV=2	sp|O43399|TPD54_HUMAN	22 kDa	12	21	skmes_adpr.msbio	O43399	7165	9	0.428571428571429	22	12.0454545454545	21.0454545454545	1.74716981132075	1.74937552039967	TPD52L2
TPI1	Triosephosphate isomerase OS=Homo sapiens GN=TPI1 PE=1 SV=3	sp|P60174|TPIS_HUMAN	31 kDa	2	38	skmes_adpr.msbio	P60174	7167	36	0.947368421052632	31	2.03225806451613	38.0322580645161	18.7142857142857	18.910447761194	TPI1
TPM3	Tropomyosin alpha-3 chain OS=Homo sapiens GN=TPM3 PE=1 SV=2	sp|P06753|TPM3_HUMAN (+1)	33 kDa	2	5	skmes_adpr.msbio	P06753	7170	3	0.6	33	2.03030303030303	5.03030303030303	2.47761194029851	2.49253731343284	TPM3
TPR	Nucleoprotein TPR OS=Homo sapiens GN=TPR PE=1 SV=3	sp|P12270|TPR_HUMAN	267 kDa	0	3	skmes_adpr.msbio	P12270	7175	3	1	267	0.00374531835205993	3.00374531835206	802	301	TPR
TPT1	Translationally-controlled tumor protein OS=Homo sapiens GN=TPT1 PE=1 SV=1	sp|P13693|TCTP_HUMAN	20 kDa	0	14	skmes_adpr.msbio	P13693	7178	14	1	20	0.05	14.05	281	1401	TPT1
TPX2	Targeting protein for Xklp2 OS=Homo sapiens GN=TPX2 PE=1 SV=2	sp|Q9ULW0|TPX2_HUMAN	86 kDa	4	0	skmes_adpr.msbio	Q9ULW0	22974	-4	-1	86	4.01162790697674	0.0116279069767442	0.00289855072463768	0.00249376558603491	TPX2
TRAF3IP1	TRAF3-interacting protein 1 OS=Homo sapiens GN=TRAF3IP1 PE=1 SV=1	sp|Q8TDR0|MIPT3_HUMAN	79 kDa	7	3	skmes_adpr.msbio	Q8TDR0	26146	-4	-0.571428571428571	79	7.0126582278481	3.0126582278481	0.429602888086643	0.429386590584879	TRAF3IP1
TRAP1	Heat shock protein 75 kDa, mitochondrial OS=Homo sapiens GN=TRAP1 PE=1 SV=3	sp|Q12931|TRAP1_HUMAN	80 kDa	9	9	skmes_adpr.msbio	Q12931	10131	0	0	80	9.0125	9.0125	1	1	TRAP1
TRIM28	Transcription intermediary factor 1-beta OS=Homo sapiens GN=TRIM28 PE=1 SV=5	sp|Q13263|TIF1B_HUMAN	89 kDa	4	0	skmes_adpr.msbio	Q13263	10155	-4	-1	89	4.01123595505618	0.0112359550561798	0.00280112044817927	0.00249376558603491	TRIM28
TRIM32	E3 ubiquitin-protein ligase TRIM32 OS=Homo sapiens GN=TRIM32 PE=1 SV=2	sp|Q13049|TRI32_HUMAN	72 kDa	16	24	skmes_adpr.msbio	Q13049	22954	8	0.333333333333333	72	16.0138888888889	24.0138888888889	1.49956634865568	1.49968769519051	TRIM32
TRIO	Triple functional domain protein OS=Homo sapiens GN=TRIO PE=1 SV=2	sp|O75962|TRIO_HUMAN	347 kDa	57	15	skmes_adpr.msbio	O75962	7204	-42	-0.736842105263158	347	57.0028818443804	15.0028818443804	0.26319514661274	0.26328714260656	TRIO
TRIOBP	TRIO and F-actin-binding protein OS=Homo sapiens GN=TRIOBP PE=1 SV=3	sp|Q9H2D6|TARA_HUMAN	261 kDa	39	41	skmes_adpr.msbio	Q9H2D6	11078	2	0.0487804878048781	261	39.0038314176245	41.0038314176245	1.05127701375246	1.05126890540887	TRIOBP
TRIP11	Thyroid receptor-interacting protein 11 OS=Homo sapiens GN=TRIP11 PE=1 SV=3	sp|Q15643|TRIPB_HUMAN	228 kDa	25	59	skmes_adpr.msbio	Q15643	9321	34	0.576271186440678	228	25.0043859649123	59.0043859649123	2.35976144536046	2.35945621751299	TRIP11
TRIP12	E3 ubiquitin-protein ligase TRIP12 OS=Homo sapiens GN=TRIP12 PE=1 SV=1	sp|Q14669|TRIPC_HUMAN	220 kDa	30	32	skmes_adpr.msbio	Q14669	9320	2	0.0625	220	30.0045454545455	32.0045454545455	1.06665656718679	1.06664445184938	TRIP12
TRIR	Telomerase RNA component interacting RNase OS=Homo sapiens GN=TRIR PE=1 SV=1	sp|Q9BQ61|TRIR_HUMAN	18 kDa	3	4	skmes_adpr.msbio	Q9BQ61	79002	1	0.25	18	3.05555555555556	4.05555555555556	1.32727272727273	1.33222591362126	TRIR
TRMT10C	tRNA methyltransferase 10 homolog C OS=Homo sapiens GN=TRMT10C PE=1 SV=2	sp|Q7L0Y3|TM10C_HUMAN	47 kDa	3	6	skmes_adpr.msbio	Q7L0Y3	54931	3	0.5	47	3.02127659574468	6.02127659574468	1.99295774647887	1.99667774086379	TRMT10C
TROVE2	60 kDa SS-A/Ro ribonucleoprotein OS=Homo sapiens GN=TROVE2 PE=1 SV=2	sp|P10155|RO60_HUMAN	61 kDa	0	3	skmes_adpr.msbio	P10155	6738	3	1	61	0.0163934426229508	3.01639344262295	184	301	RO60
TRPT1	tRNA 2'-phosphotransferase 1 OS=Homo sapiens GN=TRPT1 PE=1 SV=2	sp|Q86TN4|TRPT1_HUMAN	28 kDa	0	4	skmes_adpr.msbio	Q86TN4	83707	4	1	28	0.0357142857142857	4.03571428571429	113	401	TRPT1
TSPYL5	Testis-specific Y-encoded-like protein 5 OS=Homo sapiens GN=TSPYL5 PE=1 SV=2	sp|Q86VY4|TSYL5_HUMAN	45 kDa	4	3	skmes_adpr.msbio	Q86VY4	85453	-1	-0.25	45	4.02222222222222	3.02222222222222	0.751381215469613	0.750623441396509	TSPYL5
TTC26	Intraflagellar transport protein 56 OS=Homo sapiens GN=TTC26 PE=2 SV=1	sp|A0AVF1|IFT56_HUMAN	64 kDa	2	2	skmes_adpr.msbio	A0AVF1	79989	0	0	64	2.015625	2.015625	1	1	TTC26
TTK	Dual specificity protein kinase TTK OS=Homo sapiens GN=TTK PE=1 SV=2	sp|P33981|TTK_HUMAN	97 kDa	56	36	skmes_adpr.msbio	P33981	7272	-20	-0.357142857142857	97	56.0103092783505	36.0103092783505	0.642922878704215	0.642920906980896	TTK
TUBA1B	Tubulin alpha-1B chain OS=Homo sapiens GN=TUBA1B PE=1 SV=1	sp|P68363|TBA1B_HUMAN	50 kDa	55	51	skmes_adpr.msbio	P68363	10376	-4	-0.0727272727272727	50	55.02	51.02	0.927299163940385	0.927285948009453	TUBA1B
TUBA1C	Tubulin alpha-1C chain OS=Homo sapiens GN=TUBA1C PE=1 SV=1	sp|Q9BQE3|TBA1C_HUMAN	50 kDa	76	110	skmes_adpr.msbio	Q9BQE3	84790	34	0.309090909090909	50	76.02	110.02	1.44725072349382	1.44730956453098	TUBA1C
TUBA4A	Tubulin alpha-4A chain OS=Homo sapiens GN=TUBA4A PE=1 SV=1	sp|P68366|TBA4A_HUMAN	50 kDa	66	49	skmes_adpr.msbio	P68366	7277	-17	-0.257575757575758	50	66.02	49.02	0.742502272038776	0.742463263141948	TUBA4A
TUBB	Tubulin beta chain OS=Homo sapiens GN=TUBB PE=1 SV=2	sp|P07437|TBB5_HUMAN	50 kDa	110	147	skmes_adpr.msbio	P07437	203068	37	0.251700680272109	50	110.02	147.02	1.33630249045628	1.33633306063085	TUBB
TUBB3	Tubulin beta-3 chain OS=Homo sapiens GN=TUBB3 PE=1 SV=2	sp|Q13509|TBB3_HUMAN	50 kDa	41	43	skmes_adpr.msbio	Q13509	10381	2	0.0465116279069767	50	41.02	43.02	1.04875670404681	1.04876859302609	TUBB3
TUBB4A	Tubulin beta-4A chain OS=Homo sapiens GN=TUBB4A PE=1 SV=2	sp|P04350|TBB4A_HUMAN	50 kDa	0	44	skmes_adpr.msbio	P04350	10382	44	1	50	0.02	44.02	2201	4401	TUBB4A
TUBB4B	Tubulin beta-4B chain OS=Homo sapiens GN=TUBB4B PE=1 SV=1	sp|P68371|TBB4B_HUMAN	50 kDa	92	94	skmes_adpr.msbio	P68371	10383	2	0.0212765957446809	50	92.02	94.02	1.02173440556401	1.02173676774264	TUBB4B
TUBB6	Tubulin beta-6 chain OS=Homo sapiens GN=TUBB6 PE=1 SV=1	sp|Q9BUF5|TBB6_HUMAN	50 kDa	0	24	skmes_adpr.msbio	Q9BUF5	84617	24	1	50	0.02	24.02	1201	2401	TUBB6
TUFM	Elongation factor Tu, mitochondrial OS=Homo sapiens GN=TUFM PE=1 SV=2	sp|P49411|EFTU_HUMAN	50 kDa	4	3	skmes_adpr.msbio	P49411	7284	-1	-0.25	50	4.02	3.02	0.751243781094527	0.750623441396509	TUFM
TWISTNB	DNA-directed RNA polymerase I subunit RPA43 OS=Homo sapiens GN=TWISTNB PE=1 SV=1	sp|Q3B726|RPA43_HUMAN	37 kDa	7	0	skmes_adpr.msbio	Q3B726	221830	-7	-1	37	7.02702702702703	0.027027027027027	0.00384615384615385	0.0014265335235378	TWISTNB
TXN	Thioredoxin OS=Homo sapiens GN=TXN PE=1 SV=3	sp|P10599|THIO_HUMAN	12 kDa	2	3	skmes_adpr.msbio	P10599	7295	1	0.333333333333333	12	2.08333333333333	3.08333333333333	1.48	1.49751243781095	TXN
TXNRD1	Thioredoxin reductase 1, cytoplasmic OS=Homo sapiens GN=TXNRD1 PE=1 SV=3	sp|Q16881|TRXR1_HUMAN	71 kDa	3	7	skmes_adpr.msbio	Q16881	7296	4	0.571428571428571	71	3.01408450704225	7.01408450704225	2.32710280373832	2.32890365448505	TXNRD1
U2SURP	U2 snRNP-associated SURP motif-containing protein OS=Homo sapiens GN=U2SURP PE=1 SV=2	sp|O15042|SR140_HUMAN	118 kDa	4	3	skmes_adpr.msbio	O15042	23350	-1	-0.25	118	4.00847457627119	3.00847457627119	0.750528541226216	0.750623441396509	U2SURP
UACA	Uveal autoantigen with coiled-coil domains and ankyrin repeats OS=Homo sapiens GN=UACA PE=1 SV=2	sp|Q9BZF9|UACA_HUMAN	163 kDa	125	217	skmes_adpr.msbio	Q9BZF9	55075	92	0.423963133640553	163	125.006134969325	217.006134969325	1.73596387907342	1.73594112471002	UACA
UBA52	Ubiquitin-60S ribosomal protein L40 OS=Homo sapiens GN=UBA52 PE=1 SV=2	sp|P62987|RL40_HUMAN	15 kDa	71	69	skmes_adpr.msbio	P62987	7311	-2	-0.028169014084507	15	71.0666666666667	69.0666666666667	0.971857410881801	0.971834952823546	UBA52
UBAP2	Ubiquitin-associated protein 2 OS=Homo sapiens GN=UBAP2 PE=1 SV=1	sp|Q5T6F2|UBAP2_HUMAN	117 kDa	2	0	skmes_adpr.msbio	Q5T6F2	55833	-2	-1	117	2.00854700854701	0.00854700854700855	0.00425531914893617	0.00497512437810945	UBAP2
UBAP2L	Ubiquitin-associated protein 2-like OS=Homo sapiens GN=UBAP2L PE=1 SV=2	sp|Q14157|UBP2L_HUMAN	115 kDa	3	3	skmes_adpr.msbio	Q14157	9898	0	0	115	3.00869565217391	3.00869565217391	1	1	UBAP2L
UBE2N	Ubiquitin-conjugating enzyme E2 N OS=Homo sapiens GN=UBE2N PE=1 SV=1	sp|P61088|UBE2N_HUMAN (+1)	17 kDa	0	4	skmes_adpr.msbio	P61088	7334	4	1	17	0.0588235294117647	4.05882352941176	69	401	UBE2N
UBE2S	Ubiquitin-conjugating enzyme E2 S OS=Homo sapiens GN=UBE2S PE=1 SV=2	sp|Q16763|UBE2S_HUMAN	24 kDa	9	3	skmes_adpr.msbio	Q16763	27338	-6	-0.666666666666667	24	9.04166666666667	3.04166666666667	0.336405529953917	0.334073251942286	UBE2S
UBE2V2	Ubiquitin-conjugating enzyme E2 variant 2 OS=Homo sapiens GN=UBE2V2 PE=1 SV=4	sp|Q15819|UB2V2_HUMAN	16 kDa	0	5	skmes_adpr.msbio	Q15819	7336	5	1	16	0.0625	5.0625	81	501	UBE2V2
UBQLN2	Ubiquilin-2 OS=Homo sapiens GN=UBQLN2 PE=1 SV=2	sp|Q9UHD9|UBQL2_HUMAN	66 kDa	2	2	skmes_adpr.msbio	Q9UHD9	29978	0	0	66	2.01515151515152	2.01515151515152	1	1	UBQLN2
UBR4	E3 ubiquitin-protein ligase UBR4 OS=Homo sapiens GN=UBR4 PE=1 SV=1	sp|Q5T4S7|UBR4_HUMAN	574 kDa	8	0	skmes_adpr.msbio	Q5T4S7	23352	-8	-1	574	8.00174216027875	0.00174216027874564	0.000217722621380361	0.00124843945068664	UBR4
UBR5	E3 ubiquitin-protein ligase UBR5 OS=Homo sapiens GN=UBR5 PE=1 SV=2	sp|O95071|UBR5_HUMAN	309 kDa	6	0	skmes_adpr.msbio	O95071	51366	-6	-1	309	6.00323624595469	0.00323624595469256	0.000539083557951483	0.00166389351081531	UBR5
UBXN4	UBX domain-containing protein 4 OS=Homo sapiens GN=UBXN4 PE=1 SV=2	sp|Q92575|UBXN4_HUMAN	57 kDa	3	0	skmes_adpr.msbio	Q92575	23190	-3	-1	57	3.01754385964912	0.0175438596491228	0.00581395348837209	0.00332225913621263	UBXN4
UCHL1	Ubiquitin carboxyl-terminal hydrolase isozyme L1 OS=Homo sapiens GN=UCHL1 PE=1 SV=2	sp|P09936|UCHL1_HUMAN	25 kDa	2	0	skmes_adpr.msbio	P09936	7345	-2	-1	25	2.04	0.04	0.0196078431372549	0.00497512437810945	UCHL1
UCK2	Uridine-cytidine kinase 2 OS=Homo sapiens GN=UCK2 PE=1 SV=1	sp|Q9BZX2|UCK2_HUMAN	29 kDa	2	0	skmes_adpr.msbio	Q9BZX2	7371	-2	-1	29	2.03448275862069	0.0344827586206897	0.0169491525423729	0.00497512437810945	UCK2
UGDH	UDP-glucose 6-dehydrogenase OS=Homo sapiens GN=UGDH PE=1 SV=1	sp|O60701|UGDH_HUMAN	55 kDa	4	2	skmes_adpr.msbio	O60701	7358	-2	-0.5	55	4.01818181818182	2.01818181818182	0.502262443438914	0.501246882793017	UGDH
UGT8	2-hydroxyacylsphingosine 1-beta-galactosyltransferase OS=Homo sapiens GN=UGT8 PE=2 SV=2	sp|Q16880|CGT_HUMAN	61 kDa	0	2	skmes_adpr.msbio	Q16880	7368	2	1	61	0.0163934426229508	2.01639344262295	123	201	UGT8
UPF2	Regulator of nonsense transcripts 2 OS=Homo sapiens GN=UPF2 PE=1 SV=1	sp|Q9HAU5|RENT2_HUMAN	148 kDa	54	62	skmes_adpr.msbio	Q9HAU5	26019	8	0.129032258064516	148	54.0067567567568	62.0067567567568	1.14812961341174	1.14812071838548	UPF2
UPF3B	Regulator of nonsense transcripts 3B OS=Homo sapiens GN=UPF3B PE=1 SV=1	sp|Q9BZI7|REN3B_HUMAN	58 kDa	28	23	skmes_adpr.msbio	Q9BZI7	65109	-5	-0.178571428571429	58	28.0172413793103	23.0172413793103	0.821538461538462	0.821492324169939	UPF3B
UQCC1	Ubiquinol-cytochrome-c reductase complex assembly factor 1 OS=Homo sapiens GN=UQCC1 PE=1 SV=3	sp|Q9NVA1|UQCC1_HUMAN	35 kDa	0	2	skmes_adpr.msbio	Q9NVA1	55245	2	1	35	0.0285714285714286	2.02857142857143	71	201	UQCC1
USO1	General vesicular transport factor p115 OS=Homo sapiens GN=USO1 PE=1 SV=2	sp|O60763|USO1_HUMAN	108 kDa	8	4	skmes_adpr.msbio	O60763	8615	-4	-0.5	108	8.00925925925926	4.00925925925926	0.500578034682081	0.500624219725343	USO1
USP22	Ubiquitin carboxyl-terminal hydrolase 22 OS=Homo sapiens GN=USP22 PE=1 SV=2	sp|Q9UPT9|UBP22_HUMAN	60 kDa	8	5	skmes_adpr.msbio	Q9UPT9	23326	-3	-0.375	60	8.01666666666667	5.01666666666667	0.625779625779626	0.625468164794007	USP22
